filename	trueclass	predclass_prob	numfeatures
d_eddie_johnson_20150602_1140030062.txt	1	1	21533
d_joseph_kennedy_20160906_1140110713.txt	1	1	21533
d_gene_green_20160317_1140082665.txt	1	1	21533
d_jared_polis_20160315_1140081763.txt	1	1	21533
d_kathy_castor_20150918_1140051106.txt	1	1	21533
d_brad_sherman_20151104_1140061323.txt	1	1	21533
d_barbara_lee_20160210_1140076521.txt	1	1	21533
d_eddie_johnson_20160711_1140107236.txt	1	1	21533
d_doris_matsui_20160712_1140107483.txt	1	1	21533
d_earl_blumenauer_20150715_1140042671.txt	1	1	21533
d_betty_mccollum_20150707_1140039290.txt	1	1	21533
d_maxine_waters_20150318_1140014370.txt	1	1	21533
d_dina_titus_20160112_1140072462.txt	1	1	21533
d_michael_capuano_20160622_1140102892.txt	1	1	21533
d_raul_grijalva_20150716_1140043152.txt	1	1	21533
d_lois_frankel_20160203_1140075051.txt	1	1	21533
d_john_garamendi_20150210_1140008358.txt	1	1	21533
d_ruben_gallego_20150415_1140018615.txt	1	1	21533
d_earl_blumenauer_20150715_1140042575.txt	1	1	21533
d_eliot_engel_20160111_1140072123.txt	1	1	21533
d_emanuel_cleaver_20160708_1140106789.txt	1	1	21533
d_denny_heck_20160614_1140100129.txt	1	0	21533
d_marc_veasey_20151208_1140067311.txt	1	1	21533
d_brad_ashford_20150519_1140027088.txt	1	1	21533
d_diana_degette_20150122_1140004073.txt	1	1	21533
d_steny_hoyer_20150109_1140001668.txt	1	0	21533
d_bill_foster_20150318_1140014250.txt	1	1	21533
d_marcia_fudge_20150225_1140010311.txt	1	1	21533
d_steve_cohen_20160705_1140104248.txt	1	1	21533
d_maxine_waters_20150610_1140033363.txt	1	1	21533
d_debbie_wasserman_schultz_20151022_1140057179.txt	1	1	21533
d_marcy_kaptur_20160209_1140076074.txt	1	1	21533
d_jose_serrano_20160706_1140105136.txt	1	1	21533
d_barbara_lee_20160525_1140096351.txt	1	1	21533
d_anna_eshoo_20160415_1140085851.txt	1	1	21533
d_peter_defazio_20160426_1140088153.txt	1	1	21533
d_steny_hoyer_20150729_1140046793.txt	1	1	21533
d_steny_hoyer_20150723_1140044883.txt	1	0	21533
d_steny_hoyer_20160610_1140099473.txt	1	0	21533
d_loretta_sanchez_20160610_1140099488.txt	1	1	21533
d_patrick_murphy_20150707_1140039584.txt	1	1	21533
d_john_conyers_20160427_1140088700.txt	1	1	21533
d_kathy_castor_20160713_1140108745.txt	1	1	21533
d_william_keating_20160712_1140107628.txt	1	1	21533
d_nancy_pelosi_20150112_1140001875.txt	1	1	21533
